0
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
73        0           257            1              *            *            *            73             1              *                 *                 *               *            *            1       0       0       0       0       1       0
74        0           257            2              *            *            *            74             2              *                 *                 *               *            *            1       1       1       1       1       1       1
75        0           257            0              76           78           *            *              *              190               199               *               *            *            0       1       1       1       1       0       1
75        0           257            0              76           78           *            75             0              *                 *                 *               *            *            0       1       1       1       1       0       1
75        0           257            0              77           78           *            *              *              190               199               *               *            *            1       0       0       0       0       1       0
75        0           257            0              77           78           *            75             0              *                 *                 *               *            *            1       0       0       0       0       1       0
76        0           257            1              *            *            *            76             1              *                 *                 *               *            *            0       1       1       1       1       0       1
77        0           257            1              *            *            *            77             1              *                 *                 *               *            *            1       0       0       0       0       1       0
78        0           257            2              *            *            *            78             2              *                 *                 *               *            *            1       1       1       1       1       1       1
79        0           257            0              80           82           *            *              *              200               209               *               *            *            0       1       1       1       1       0       1
79        0           257            0              80           82           *            79             0              *                 *                 *               *            *            0       1       1       1       1       0       1
79        0           257            0              81           82           *            *              *              200               209               *               *            *            1       0       0       0       0       1       0
79        0           257            0              81           82           *            79             0              *                 *                 *               *            *            1       0       0       0       0       1       0
80        0           257            1              *            *            *            80             1              *                 *                 *               *            *            0       1       1       1       1       0       1
81        0           257            1              *            *            *            81             1              *                 *                 *               *            *            1       0       0       0       0       1       0
82        0           257            2              *            *            *            82             2              *                 *                 *               *            *            1       1       1       1       1       1       1
83        0           257            0              84           86           *            *              *              210               219               *               *            *            0       1       1       1       1       0       1
83        0           257            0              84           86           *            83             0              *                 *                 *               *            *            0       1       1       1       1       0       1
83        0           257            0              85           86           *            *              *              210               219               *               *            *            1       0       0       0       0       1       0
83        0           257            0              85           86           *            83             0              *                 *                 *               *            *            1       0       0       0       0       1       0
84        0           257            1              *            *            *            84             1              *                 *                 *               *            *            0       1       1       1       1       0       1
85        0           257            1              *            *            *            85             1              *                 *                 *               *            *            1       0       0       0       0       1       0
86        0           257            2              *            *            *            86             2              *                 *                 *               *            *            1       1       1       1       1       1       1
87        0           257            0              88           90           *            *              *              220               229               *               *            *            0       1       1       1       1       0       1
87        0           257            0              88           90           *            87             0              *                 *                 *               *            *            0       1       1       1       1       0       1
87        0           257            0              89           90           *            *              *              220               229               *               *            *            1       0       0       0       0       1       0
87        0           257            0              89           90           *            87             0              *                 *                 *               *            *            1       0       0       0       0       1       0
88        0           257            1              *            *            *            88             1              *                 *                 *               *            *            0       1       1       1       1       0       1
89        0           257            1              *            *            *            89             1              *                 *                 *               *            *            1       0       0       0       0       1       0
90        0           257            2              *            *            *            90             2              *                 *                 *               *            *            1       1       1       1       1       1       1
91        0           257            0              92           94           *            88             3              220               229               *               *            *            0       1       1       1       1       0       1
91        0           257            0              92           94           *            91             0              *                 *                 *               *            *            0       1       1       1       1       0       1
91        0           257            0              93           94           *            89             3              220               229               *               *            *            1       0       0       0       0       1       0
91        0           257            0              93           94           *            91             0              *                 *                 *               *            *            1       0       0       0       0       1       0
92        0           257            1              *            *            *            92             1              *                 *                 *               *            *            0       1       1       1       1       0       1
93        0           257            1              *            *            *            93             1              *                 *                 *               *            *            1       0       0       0       0       1       0
94        0           257            2              *            *            *            94             2              *                 *                 *               *            *            1       1       1       1       1       1       1
95        0           257            0              96           97           *            *              *              230               234               *               *            *            1       1       1       1       1       1       1
95        0           257            0              96           97           *            95             0              *                 *                 *               *            *            1       1       1       1       1       1       1
96        0           257            1              *            *            *            96             1              *                 *                 *               *            *            1       1       1       1       1       1       1
97        0           257            2              *            *            *            97             2              *                 *                 *               *            *            1       1       1       1       1       1       1
98        0           257            0              99           100          *            96             3              230               234               *               *            *            1       1       1       1       1       1       1
98        0           257            0              99           100          *            98             0              *                 *                 *               *            *            1       1       1       1       1       1       1
99        0           257            1              *            *            *            99             1              *                 *                 *               *            *            1       1       1       1       1       1       1
100       0           257            2              *            *            *            100            2              *                 *                 *               *            *            1       1       1       1       1       1       1
101       0           257            0              102          103          *            *              *              235               239               *               *            *            1       1       1       1       1       1       1
101       0           257            0              102          103          *            101            0              *                 *                 *               *            *            1       1       1       1       1       1       1
102       0           257            1              *            *            *            102            1              *                 *                 *               *            *            1       1       1       1       1       1       1
103       0           257            2              *            *            *            103            2              *                 *                 *               *            *            1       1       1       1       1       1       1
104       0           257            0              105          106          *            102            3              235               239               *               *            *            1       1       1       1       1       1       1
104       0           257            0              105          106          *            104            0              *                 *                 *               *            *            1       1       1       1       1       1       1
105       0           257            1              *            *            *            105            1              *                 *                 *               *            *            1       1       1       1       1       1       1
106       0           257            2              *            *            *            106            2              *                 *                 *               *            *            1       1       1       1       1       1       1
107       0           257            0              108          109          *            *              *              240               244               *               *            *            1       1       1       1       1       1       1
107       0           257            0              108          109          *            107            0              *                 *                 *               *            *            1       1       1       1       1       1       1
108       0           257            1              *            *            *            108            1              *                 *                 *               *            *            1       1       1       1       1       1       1
109       0           257            2              *            *            *            109            2              *                 *                 *               *            *            1       1       1       1       1       1       1
110       0           257            0              111          112          *            108            3              240               244               *               *            *            1       1       1       1       1       1       1
110       0           257            0              111          112          *            110            0              *                 *                 *               *            *            1       1       1       1       1       1       1
111       0           257            1              *            *            *            111            1              *                 *                 *               *            *            1       1       1       1       1       1       1
112       0           257            2              *            *            *            112            2              *                 *                 *               *            *            1       1       1       1       1       1       1
113       0           257            0              114          115          *            *              *              245               249               *               *            *            1       1       1       1       1       1       1
113       0           257            0              114          115          *            113            0              *                 *                 *               *            *            1       1       1       1       1       1       1
114       0           257            1              *            *            *            114            1              *                 *                 *               *            *            1       1       1       1       1       1       1
115       0           257            2              *            *            *            115            2              *                 *                 *               *            *            1       1       1       1       1       1       1
116       0           257            0              117          118          *            114            3              245               249               *               *            *            1       1       1       1       1       1       1
116       0           257            0              117          118          *            116            0              *                 *                 *               *            *            1       1       1       1       1       1       1
117       0           257            1              *            *            *            117            1              *                 *                 *               *            *            1       1       1       1       1       1       1
118       0           257            2              *            *            *            118            2              *                 *                 *               *            *            1       1       1       1       1       1       1
119       0           257            0              120          121          *            *              *              250               254               *               *            *            1       1       1       1       1       1       1
119       0           257            0              120          121          *            119            0              *                 *                 *               *            *            1       1       1       1       1       1       1
120       0           257            1              *            *            *            120            1              *                 *                 *               *            *            1       1       1       1       1       1       1
121       0           257            2              *            *            *            121            2              *                 *                 *               *            *            1       1       1       1       1       1       1
122       0           257            0              123          124          *            120            3              250               254               *               *            *            1       1       1       1       1       1       1
122       0           257            0              123          124          *            122            0              *                 *                 *               *            *            1       1       1       1       1       1       1
123       0           257            1              *            *            *            123            1              *                 *                 *               *            *            1       1       1       1       1       1       1
124       0           257            2              *            *            *            124            2              *                 *                 *               *            *            1       1       1       1       1       1       1
125       0           257            0              126          127          *            *              *              255               259               *               *            *            1       1       1       1       1       1       1
125       0           257            0              126          127          *            125            0              *                 *                 *               *            *            1       1       1       1       1       1       1
126       0           257            1              *            *            *            126            1              *                 *                 *               *            *            1       1       1       1       1       1       1
127       0           257            2              *            *            *            127            2              *                 *                 *               *            *            1       1       1       1       1       1       1
128       0           257            0              129          130          *            126            3              255               259               *               *            *            1       1       1       1       1       1       1
128       0           257            0              129          130          *            128            0              *                 *                 *               *            *            1       1       1       1       1       1       1
129       0           257            1              *            *            *            129            1              *                 *                 *               *            *            1       1       1       1       1       1       1
130       0           257            2              *            *            *            130            2              *                 *                 *               *            *            1       1       1       1       1       1       1
end

19
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
0         0           566            0              1            *            *            *              *              350               *                 *               *            *            1       1       1       1       1       1       1
0         0           566            0              1            *            *            0              0              *                 *                 *               *            *            1       1       1       1       1       1       1
1         0           566            0              2            *            *            1              0              *                 *                 *               *            *            1       1       1       1       1       1       1
2         0           566            0              4            3            *            2              0              *                 *                 *               *            *            1       1       1       1       1       1       1
3         0           566            2              *            *            *            3              2              *                 *                 *               *            *            1       1       1       1       1       1       1
4         0           566            1              *            *            *            4              1              *                 *                 *               *            *            1       1       1       1       1       1       1
5         0           566            0              7            6            *            4              3              350               400               *               *            *            1       1       1       1       1       1       1
5         0           566            0              7            6            *            60             3              350               400               *               *            1440         1       1       1       1       1       1       1
5         0           566            0              7            6            *            5              0              *                 *                 *               *            *            1       1       1       1       1       1       1
6         0           566            2              *            *            *            6              2              *                 *                 *               *            *            1       1       1       1       1       1       1
7         0           566            1              *            *            *            7              1              *                 *                 *               *            *            1       1       1       1       1       1       1
9         2           567            1              *            *            *            7              3              350               400               *               1            *            1       1       1       1       1       1       1
9         0           567            1              *            *            *            9              1              *                 *                 *               *            *            1       1       1       1       1       1       1
10        0           567            0              12           11           *            9              3              350               400               *               *            *            1       1       1       1       1       1       1
10        0           567            0              12           11           *            10             0              *                 *                 *               *            *            1       1       1       1       1       1       1
11        0           567            2              *            *            *            11             2              *                 *                 *               *            *            1       1       1       1       1       1       1
12        0           567            1              *            *            *            12             1              *                 *                 *               *            *            1       1       1       1       1       1       1
13        0           567            0              15           14           *            12             3              350               400               *               *            *            1       1       1       1       1       1       1
13        0           567            0              15           14           *            13             0              *                 *                 *               *            *            1       1       1       1       1       1       1
14        0           567            2              *            *            *            14             2              *                 *                 *               *            *            1       1       1       1       1       1       1
15        0           567            1              *            *            *            15             1              *                 *                 *               *            *            1       1       1       1       1       1       1
16        2           568            1              *            *            *            7              3              350               400               *               2            *            1       1       1       1       1       1       1
16        0           568            1              *            *            *            16             1              *                 *                 *               *            *            1       1       1       1       1       1       1
17        0           568            0              19           18           *            16             3              350               400               *               *            *            1       1       1       1       1       1       1
17        0           568            0              19           18           *            17             0              *                 *                 *               *            *            1       1       1       1       1       1       1
18        0           568            2              *            *            *            18             2              *                 *                 *               *            *            1       1       1       1       1       1       1
19        0           568            1              *            *            *            19             1              *                 *                 *               *            *            1       1       1       1       1       1       1
20        0           568            0              22           21           *            19             3              350               400               *               *            *            1       1       1       1       1       1       1
20        0           568            0              22           21           *            20             0              *                 *                 *               *            *            1       1       1       1       1       1       1
21        0           568            2              *            *            *            21             2              *                 *                 *               *            *            1       1       1       1       1       1       1
22        0           568            1              *            *            *            22             1              *                 *                 *               *            *            1       1       1       1       1       1       1
23        2           543            1              *            *            *            7              3              350               400               1               3            *            1       1       1       1       1       1       1
23        0           543            1              *            *            *            23             1              *                 *                 1               *            *            1       1       1       1       1       1       1
23        2           544            1              *            *            *            7              3              350               400               2               3            *            1       1       1       1       1       1       1
23        0           544            1              *            *            *            23             1              *                 *                 2               *            *            1       1       1       1       1       1       1
24        0           543            0              26           25           *            23             3              350               400               1               *            *            1       1       1       1       1       1       1
24        0           543            0              26           25           *            24             0              *                 *                 1               *            *            1       1       1       1       1       1       1
24        0           544            0              26           25           *            23             3              350               400               2               *            *            1       1       1       1       1       1       1
24        0           544            0              26           25           *            24             0              *                 *                 2               *            *            1       1       1       1       1       1       1
25        0           543            2              *            *            *            25             2              *                 *                 1               *            *            1       1       1       1       1       1       1
25        0           544            2              *            *            *            25             2              *                 *                 2               *            *            1       1       1       1       1       1       1
26        0           543            1              *            *            *            26             1              *                 *                 1               *            *            1       1       1       1       1       1       1
26        0           544            1              *            *            *            26             1              *                 *                 2               *            *            1       1       1       1       1       1       1
27        0           543            0              29           28           *            26             3              350               400               1               *            *            1       1       1       1       1       1       1
27        0           543            0              29           28           *            27             0              *                 *                 1               *            *            1       1       1       1       1       1       1
27        0           544            0              29           28           *            26             3              350               400               2               *            *            1       1       1       1       1       1       1
27        0           544            0              29           28           *            27             0              *                 *                 2               *            *            1       1       1       1       1       1       1
28        0           543            2              *            *            *            28             2              *                 *                 1               *            *            1       1       1       1       1       1       1
28        0           544            2              *            *            *            28             2              *                 *                 2               *            *            1       1       1       1       1       1       1
29        0           543            1              *            *            *            29             1              *                 *                 1               *            *            1       1       1       1       1       1       1
29        0           544            1              *            *            *            29             1              *                 *                 2               *            *            1       1       1       1       1       1       1
30        2           567            1              *            *            *            7              3              350               400               *               4            *            1       1       1       1       1       1       1
30        0           567            1              *            *            *            30             1              *                 *                 *               *            *            1       1       1       1       1       1       1
31        0           567            0              33           32           *            30             3              350               400               *               *            *            1       1       1       1       1       1       1
31        0           567            0              33           32           *            31             0              *                 *                 *               *            *            1       1       1       1       1       1       1
32        0           567            2              *            *            *            32             2              *                 *                 *               *            *            1       1       1       1       1       1       1
33        0           567            1              *            *            *            33             1              *                 *                 *               *            *            1       1       1       1       1       1       1
34        0           567            0              36           35           *            33             3              350               400               *               *            *            1       1       1       1       1       1       1
34        0           567            0              36           35           *            34             0              *                 *                 *               *            *            1       1       1       1       1       1       1
35        0           567            2              *            *            *            35             2              *                 *                 *               *            *            1       1       1       1       1       1       1
36        0           567            1              *            *            *            36             1              *                 *                 *               *            *            1       1       1       1       1       1       1
37        2           568            1              *            *            *            7              3              350               400               *               5            *            1       1       1       1       1       1       1
37        0           568            1              *            *            *            37             1              *                 *                 *               *            *            1       1       1       1       1       1       1
38        0           568            0              40           39           *            37             3              350               400               *               *            *            1       1       1       1       1       1       1
38        0           568            0              40           39           *            38             0              *                 *                 *               *            *            1       1       1       1       1       1       1
39        0           568            2              *            *            *            39             2              *                 *                 *               *            *            1       1       1       1       1       1       1
40        0           568            1              *            *            *            40             1              *                 *                 *               *            *            1       1       1       1       1       1       1
41        0           568            0              43           42           *            40             3              350               400               *               *            *            1       1       1       1       1       1       1
41        0           568            0              43           42           *            41             0              *                 *                 *               *            *            1       1       1       1       1       1       1
42        0           568            2              *            *            *            42             2              *                 *                 *               *            *            1       1       1       1       1       1       1
43        0           568            1              *            *            *            43             1              *                 *                 *               *            *            1       1       1       1       1       1       1
44        2           543            1              *            *            *            7              3              350               400               1               6            *            1       1       1       1       1       1       1
44        0           543            1              *            *            *            44             1              *                 *                 1               *            *            1       1       1       1       1       1       1
44        2           544            1              *            *            *            7              3              350               400               2               6            *            1       1       1       1       1       1       1
44        0           544            1              *            *            *            44             1              *                 *                 2               *            *            1       1       1       1       1       1       1
45        0           543            0              47           46           *            44             3              350               400               1               *            *            1       1       1       1       1       1       1
45        0           543            0              47           46           *            45             0              *                 *                 1               *            *            1       1       1       1       1       1       1
45        0           544            0              47           46           *            44             3              350               400               2               *            *            1       1       1       1       1       1       1
45        0           544            0              47           46           *            45             0              *                 *                 2               *            *            1       1       1       1       1       1       1
46        0           543            2              *            *            *            46             2              *                 *                 1               *            *            1       1       1       1       1       1       1
46        0           544            2              *            *            *            46             2              *                 *                 2               *            *            1       1       1       1       1       1       1
47        0           543            1              *            *            *            47             1              *                 *                 1               *            *            1       1       1       1       1       1       1
47        0           544            1              *            *            *            47             1              *                 *                 2               *            *            1       1       1       1       1       1       1
48        0           543            0              50           49           *            47             3              350               400               1               *            *            1       1       1       1       1       1       1
48        0           543            0              50           49           *            48             0              *                 *                 1               *            *            1       1       1       1       1       1       1
48        0           544            0              50           49           *            47             3              350               400               2               *            *            1       1       1       1       1       1       1
48        0           544            0              50           49           *            48             0              *                 *                 2               *            *            1       1       1       1       1       1       1
49        0           543            2              *            *            *            49             2              *                 *                 1               *            *            1       1       1       1       1       1       1
49        0           544            2              *            *            *            49             2              *                 *                 2               *            *            1       1       1       1       1       1       1
50        0           543            1              *            *            *            50             1              *                 *                 1               *            *            1       1       1       1       1       1       1
50        0           544            1              *            *            *            50             1              *                 *                 2               *            *            1       1       1       1       1       1       1
51        2           566            1              *            *            *            7              3              350               400               *               0            *            1       1       1       1       1       1       1
51        0           566            1              *            *            *            51             1              *                 *                 *               *            *            1       1       1       1       1       1       1
52        0           566            0              54           53           *            51             3              350               400               *               *            *            1       1       1       1       1       1       1
52        0           566            0              54           53           *            52             0              *                 *                 *               *            *            1       1       1       1       1       1       1
